index,start,end,track,display_name
326,127.8622543851241,131.05256014569153,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
328,357.5742701044761,360.98459695197926,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
329,218.470938368638,221.2112009968369,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
331,118.54136106584872,121.19161506757402,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
332,122.68175788363844,125.28200709287836,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
334,182.5174925716476,185.02773315441385,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
335,372.33568484616114,374.93593405540105,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
336,310.01971245087697,312.5799578261286,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
337,209.96012268762576,212.3803546439183,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
338,359.15442154701424,361.6646621297804,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
339,352.7638090673823,354.8740113102654,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
340,251.2240774465637,253.51429694239428,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
341,236.3326502444167,238.35284386082617,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
342,240.5130508961948,243.11330010543463,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
348,419.9302463337486,422.3104744560528,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
350,301.7489197737946,303.8591220166778,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
355,324.6011099396146,327.2013591488545,2018_11_15_Sec_13_P1_Bhairavi_slates,Performer2_Sess1_Bhairavi
391,165.195832454711,169.19621585354162,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
392,44.08422505511357,48.084608453944206,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
393,319.8306527365091,323.3809930029713,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
394,346.8632435541071,350.3235751940956,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
395,98.6994594076488,102.55982938752037,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
396,307.2294450301926,310.09972011885355,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
397,87.49838589092302,90.238648519122,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
398,276.0964612287932,279.4167794498226,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
400,26.672556311703243,29.322810313428537,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
401,403.1986427681395,405.5288660979583,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
402,313.67006230231,316.05029042461416,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
403,55.55532445126041,57.84554394709095,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
404,187.01792389533207,189.25813859867725,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
405,46.11441963002012,48.31463049937697,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
406,261.0250167736988,263.2652314770439,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
407,288.55765551615065,290.8478750119812,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
408,91.7787961276718,93.92900220454324,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
409,368.9553608741493,371.1055669510207,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
410,411.3794268187481,413.5296328956196,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
411,242.7632665580369,245.0534860538675,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
412,257.29465925428923,259.4048614971724,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
413,277.8566299242787,279.96683216716184,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
414,374.1358573756349,376.87612000383393,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
415,304.669199654941,306.77940189782413,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
416,161.5954873957634,163.61568101217287,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
417,321.36079938656184,323.3809930029713,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
418,157.19506565704972,159.61529761334225,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
419,237.13272692418283,239.2829330010543,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
421,80.20768714655419,82.31788938943734,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
424,64.32616505319658,66.34635866960605,2018_11_15_Sec_4_P1_Shankara_slates,Performer2_Sess1_Shankarabharanam
