"","X_pitch","Y_pitch","X_acc","Y_acc","X_vel","Y_vel","index","performer","performance"
"491",1.0464460906036,0.359142169577414,0.0742636013345797,0.00919301042278173,0.0215785866465633,-0.0120914829303097,"914","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"492",-0.439308758845247,-0.536682689326072,0.0857016791280048,0.0082034585967725,0.0975769641972311,-0.0570651351474009,"915","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"493",-0.319394619117745,-0.693750340974906,0.0770268168928607,0.00899609728969469,0.0181074738712386,-0.0234699003306256,"916","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"494",0.712038532175336,0.832654592239168,0.0618724543089991,0.0024738369977432,-0.0152704815212509,-0.0372975979805345,"917","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"495",1.03077086099363,-0.0638935374254758,2.72574861842045e-06,-0.0556593320122902,0.0225989543379092,0.00855305943156459,"919","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"496",-0.905759387305342,-0.236527248013219,-0.125953942847617,-0.15761247343762,0.120809688880813,-0.0160543567182498,"920","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"497",-0.49067919779837,-0.824892895195515,-0.275952444726371,-0.174542866364181,0.0553277323696032,0.00181377556585408,"921","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"498",0.625948782717255,-0.360165260195475,-0.21677577981927,0.209017134305119,0.0465695765481679,0.0241421549504331,"922","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"499",0.753059391429599,-0.236120225373338,0.102024042812596,0.00918186352699007,-0.0436431033397838,0.0185051634149588,"923","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"500",-0.871207177292348,-0.089059848858508,0.0678158055261531,-0.128563629097233,0.0637571557487752,0.0457346752737518,"925","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"501",1.03468181566173,-0.0581425058138407,0.0186837883338008,-0.124306056196751,-0.0652192201663816,0.0234846127387905,"926","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"502",0.139426096094328,-0.407577550464758,-0.141935816182737,0.214050794745052,0.130253522091541,0.0314257061330145,"927","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"503",-0.929577003986433,-0.101698960327635,-0.0256647993578364,-0.101928823914322,0.126673743502989,0.0314596566749113,"928","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"504",1.01723108314235,-0.0545181902070357,0.0853786725735541,0.0187701384833344,0.144484067875292,0.0569459882210263,"929","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"505",-0.344261908918222,0.0404263176504879,0.0109235899043296,-0.130380129793048,0.139666915402754,0.0185605585348593,"930","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"506",-0.529858727524042,-0.893064257452598,0.133909472240038,-0.00616847491208428,0.055053396766391,0.0463625239173899,"931","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"507",1.0238907199744,-0.175481064726029,0.0315133660573863,-0.183347079703531,0.0756665032646692,0.0494138518283722,"933","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"508",-0.510091645635329,-0.246948779631771,-0.0530895526303359,0.349777490158951,0.229507381633668,0.0472666596471205,"947","performer 3","2018_11_18_am_Sec_5_P3_Bilahari_slates"
"509",1.06626904462404,0.185325952452346,-0.0278204223064395,-0.0130193306735277,-0.0515063744034643,-0.013992607832598,"952","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"510",1.03074019945907,-0.0770395477272135,0.0185150498724152,0.069139669036248,-0.0288600431880357,-0.0419364704829588,"953","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"511",0.810454124554106,0.677521810762328,0.0141453934400147,0.0138632130610222,-0.123181108305709,-0.0240415694457559,"954","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"512",1.05074344640361,0.185034305231955,-0.00710537497692254,-0.00975009327586177,-0.123533929725503,-0.00316559172230156,"955","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"513",0.922845460379157,-0.216246065107442,-0.160264639299301,-0.227268988573114,-0.0192742037615037,-0.0330832425801504,"956","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"514",0.84623627477499,-0.284429365534977,0.0293614565170321,0.0303361060628938,-0.0652056773226981,-0.0450764504720698,"957","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"515",0.873842353650533,0.151635042515116,0.0525914902118645,-0.108935410941907,0.107365282386512,-0.000820048791718959,"958","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"516",0.974887483479935,-0.136839573173957,0.0760172557811093,0.00345001316349502,0.0619634450574525,-0.00448407204584977,"959","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"517",1.08252312631327,-0.0576892346363514,0.0414338756374883,0.134355832895315,0.042015450508132,0.00441466156033433,"960","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"518",0.910313651170722,0.0385604236140321,-0.134327981501498,0.067926888513822,0.0434797798699642,-0.00145953699809539,"961","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"519",-0.021249837531004,-0.378861959206584,0.0612420250441442,-0.086369528686706,-0.0448549745736216,0.0316047358724918,"962","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
"520",1.10153586096862,0.0536318473759023,0.11075626162668,0.0275018825019476,0.0659437669570484,-0.0001103772252374,"963","performer 3","2018_11_18_am_Sec_6_P1_Atana_A_slates"
